date,fav_sum,fav_mean,net_probability_subjective,polls,running_pos_avg,geom_avg
2011-09-02,2.83270379472,0.202335985337,-4.16729620528,44.8,0.178374233217,0.31059015993
2011-09-03,0.377529570935,0.0419477301039,-4.12247042906,44.8,0.159960526949,0.157083499861
2011-09-04,0.198861134471,0.0165717612059,-5.80113886553,44.8,0.147092431822,0.0948070967178
2011-09-05,1.5992767015,0.199909587688,-2.4007232985,44.8,0.121944884831,0.255954576849
2011-09-06,4.34317927874,0.241287737708,-4.65682072126,45.0,0.140410560409,0.331704425363
2011-09-07,0.547365148368,0.0497604680335,-4.95263485163,45.0,0.109895456948,0.163923544338
2011-09-08,2.51229020899,0.12561451045,-7.48770979101,45.0,0.126628813017,0.203286690835
2011-09-09,2.62634493998,0.125064044761,-7.87365506002,45.0,0.148327269728,0.207006855084
2011-09-10,1.04048888623,0.104048888623,-3.95951111377,45.0,0.129155129915,0.186566475269
2011-09-11,1.46134195227,0.243556992045,-1.53865804773,45.0,0.129608980782,0.320797293448
2011-09-12,1.11401957626,0.111401957626,-3.88598042374,45.0,0.141937278701,0.221031778915
2011-09-13,1.15767616356,0.115767616356,-3.84232383644,45.2,0.139967899882,0.206375836356
2011-09-14,3.47122218968,0.150922703899,-8.02877781032,45.7,0.14513963171,0.235657782321
2011-09-15,2.07557316055,0.138371544037,-5.42442683945,46.0,0.152004162792,0.228975410728
2011-09-16,2.08188495213,0.130117809508,-5.91811504787,46.0,0.129316326285,0.219798325727
2011-09-17,0.288297813975,0.0480496356625,-2.71170218603,46.0,0.116645861892,0.135382420911
2011-09-18,2.09945023864,0.233272248738,-2.40054976136,46.0,0.140146788369,0.299041136773
2011-09-19,1.49416577754,0.135833252503,-4.00583422246,46.3,0.13712889809,0.238199144383
2011-09-20,4.95891528115,0.260995541113,-4.54108471885,46.9,0.161653697505,0.354073990652
2011-09-21,2.50509424482,0.167006282988,-4.99490575518,47.2,0.169031392201,0.288578286893
2011-09-22,1.31299874582,0.164124843228,-2.68700125418,47.2,0.192246433714,0.274950609258
2011-09-23,2.02647564133,0.184225058302,-3.47352435867,47.2,0.182436995627,0.291132137676
2011-09-24,0.256000879857,0.0640002199643,-1.74399912014,47.2,0.168070389119,0.174415786861
2011-09-25,1.53574325236,0.090337838374,-6.96425674764,47.2,0.133938848571,0.172262304669
2011-09-26,2.66674240469,0.166671400293,-5.33325759531,47.4,0.133871872032,0.24276862922
2011-09-27,1.61297579057,0.0806487895285,-8.38702420943,47.4,0.117176661292,0.171905311805
2011-09-28,2.98019265735,0.19867951049,-4.51980734265,47.1,0.12006755173,0.274252372849
2011-09-29,2.7032565652,0.142276661326,-6.7967434348,47.1,0.135722840002,0.24068422701
2011-09-30,0.317030708237,0.0528384513728,-2.68296929176,46.9,0.128222962602,0.146543174953
2011-10-01,1.20654160701,0.0928108928468,-5.29345839299,46.9,0.113450861113,0.162879847853
2011-10-02,0.165876921953,0.0331753843907,-2.33412307805,46.9,0.103956180085,0.102826328208
2011-10-03,0.411188515385,0.0685314192309,-2.58881148461,46.2,0.0779265618334,0.121910462579
2011-10-04,1.20333650807,0.120333650807,-3.79666349193,45.8,0.0735379597296,0.174733640228
2011-10-05,3.39572229047,0.261209406959,-3.10427770953,45.3,0.115212150847,0.3278091812
2011-10-06,0.760257246398,0.15205144928,-1.7397427536,45.6,0.127060262133,0.258692207988
2011-10-07,1.81057170298,0.100587316832,-7.18942829702,45.6,0.140542648622,0.197974855534
2011-10-08,1.13296036073,0.141620045091,-2.86703963927,45.6,0.155160373794,0.224152710772
2011-10-09,2.70026757434,0.180017838289,-4.79973242566,45.6,0.16709721129,0.266713443685
2011-10-10,4.33009824067,0.393645294606,-1.16990175933,45.6,0.19358438882,0.491349816893
2011-10-11,3.11556403801,0.239658772155,-3.38443596199,45.3,0.211105853395,0.395732586795
2011-10-12,2.41079743932,0.160719829288,-5.08920256068,45.5,0.223132355886,0.304857283803
2011-10-13,2.10466075306,0.263082594133,-1.89533924694,45.8,0.247424865694,0.38555435338
2011-10-14,3.72192286859,0.218936639329,-4.77807713141,45.8,0.255208625902,0.358429993471
2011-10-15,0.197994738586,0.0329991230977,-2.80200526141,45.8,0.1830793916,0.168619292115
2011-10-16,1.19260921944,0.397536406479,-0.307390780563,45.8,0.214654918465,0.4858205671
2011-10-17,0.547061984974,0.0455884987479,-5.45293801503,45.8,0.191628652357,0.204265650894
2011-10-18,3.47118611277,0.173559305639,-6.52881388723,45.8,0.173723994658,0.273302211723
2011-10-19,2.0938804017,0.161067723208,-4.4061195983,46.0,0.162150211434,0.269299435056
2011-10-20,0.683647097252,0.0683647097252,-4.31635290275,45.8,0.16922332876,0.17539072517
2011-10-21,0.797515679305,0.0531677119537,-6.7024843207,45.8,0.100349589855,0.136157490398
2011-10-22,0.761601871591,0.126933645265,-2.23839812841,45.8,0.116618619158,0.195182529461
2011-10-23,0.581818304603,0.145454576151,-1.4181816954,45.8,0.110997673261,0.224180818843
2011-10-24,2.2278738965,0.247541544055,-2.2721261035,45.8,0.12829243743,0.334070350126
2011-10-25,1.39005553174,0.126368684703,-4.10994446826,45.8,0.139893232426,0.241622727213
2011-10-26,1.23213925891,0.136904362101,-3.26786074109,45.7,0.156640562455,0.234782502412
2011-10-27,1.33418432197,0.095298880141,-5.66581567803,45.7,0.15031360943,0.189585410336
2011-10-28,1.71070401492,0.122193143923,-5.28929598508,45.7,0.145661322985,0.204258551169
2011-10-29,0.345849550005,0.069169910001,-2.15415044999,45.7,0.109986996174,0.152287701483
2011-10-30,0.895962758149,0.149327126358,-2.10403724185,45.7,0.114578684505,0.218907277713
2011-10-31,1.11339658084,0.185566096806,-1.88660341916,45.7,0.124311031446,0.268848416972
2011-11-01,1.57737281121,0.131447734268,-4.42262718879,45.7,0.131540802271,0.228964046542
2011-11-02,1.6919797452,0.33839594904,-0.808020254802,45.9,0.174781363295,0.428937580132
2011-11-03,0.949953663416,0.105550407046,-3.55004633658,45.9,0.182057462704,0.245508731429
2011-11-04,2.64892294532,0.220743578777,-3.35107705468,45.7,0.196340753187,0.32443717398
2011-11-05,0.673377751056,0.134675550211,-1.82662224894,45.7,0.186162643868,0.253657867462
2011-11-06,2.42031602854,0.242031602854,-2.57968397146,45.7,0.208279417586,0.345664761729
2011-11-07,4.61526584405,0.307684389603,-2.88473415595,46.0,0.202137105698,0.43198344159
2011-11-08,0.190320366573,0.0271886237961,-3.30967963343,46.0,0.186464749048,0.176633711266
2011-11-09,1.52671930549,0.109051378963,-5.47328069451,46.0,0.164126309086,0.20047670671
2011-11-10,1.17817755853,0.235635511706,-1.32182244147,46.0,0.184318301385,0.323522797629
2011-11-11,2.96929054738,0.197952703158,-4.53070945262,46.1,0.175502521445,0.313804664397
2011-11-12,1.78942275167,0.255631821667,-1.71057724833,46.1,0.165092007858,0.373419834616
2011-11-13,1.02356506858,0.146223581226,-2.47643493142,45.8,0.188898999344,0.280190586406
2011-11-14,1.39244942217,0.174056177771,-2.60755057783,46.2,0.201899959106,0.288328563611
2011-11-15,1.40134313901,0.0824319493534,-7.09865686099,46.1,0.171259246635,0.196006282224
2011-11-16,0.834305182286,0.0927005758096,-3.66569481771,45.9,0.150208821165,0.182596127934
2011-11-17,3.80367490685,0.211315272603,-5.19632509315,46.2,0.141345511353,0.293075613307
2011-11-18,0.991106669608,0.0825922224673,-5.00889333039,46.2,0.128619239601,0.18907909772
2011-11-19,0.880261338153,0.125751619736,-2.61973866185,46.2,0.118958327994,0.209987051133
2011-11-20,0.45950911128,0.045950911128,-4.54049088872,46.2,0.111662120349,0.131799000547
2011-11-21,1.61575510637,0.161575510637,-3.38424489363,46.2,0.125437107314,0.227277961986
2011-11-22,1.15683152937,0.0642684182982,-7.84316847063,46.1,0.0960277364533,0.149558194789
2011-11-23,1.53384419299,0.153384419299,-3.46615580701,46.2,0.11018617582,0.221756669462
2011-11-24,0.514896065616,0.171632021872,-0.985103934384,46.2,0.119362256247,0.255106248945
2011-11-25,1.45076594379,0.111597380292,-5.04923405621,46.2,0.13249155008,0.205517142505
2011-11-26,0.881979289668,0.220494822417,-1.11802071033,46.3,0.144275412436,0.304398179301
2011-11-27,2.37698653044,0.216089684585,-3.12301346956,45.9,0.174639665693,0.323407098185
2011-11-28,0.903384142022,0.15056402367,-2.09661585798,45.9,0.174075586567,0.266948171888
2011-11-29,2.17827026958,0.242030029954,-2.32172973042,45.9,0.188155188184,0.347190605971
2011-11-30,6.28548061143,0.196421269107,-9.71451938857,45.9,0.205119965947,0.320472626266
2011-12-01,2.51179720611,0.209316433843,-3.48820279389,45.9,0.202884288232,0.330321905918
2011-12-02,3.48440576095,0.21777536006,-4.51559423905,45.6,0.203221423327,0.341705951485
2011-12-03,2.26167542798,0.376945904663,-0.738324572024,45.6,0.248497799525,0.504685298442
2011-12-04,0.0258575992954,0.0129287996477,-0.974142400705,45.6,0.202677553464,0.182584976943
2011-12-05,0.499858046117,0.124964511529,-1.50014195388,45.6,0.188386201948,0.222725921778
2011-12-06,3.39320620226,0.226213746818,-4.10679379774,45.6,0.191765664543,0.322531003561
2011-12-07,3.94108674346,0.246317921466,-4.05891325654,45.6,0.197474176825,0.364820881735
2011-12-08,3.43660050264,0.214787531415,-4.56339949736,45.9,0.165042502175,0.347078626318
2011-12-09,1.77460739482,0.110912962176,-6.22539260518,45.9,0.184639334681,0.242035877549
2011-12-10,0.145249609785,0.0726248048925,-0.854750390215,45.9,0.174171393353,0.178200797301
2011-12-11,0.705814280984,0.100830611569,-2.79418571902,45.9,0.149094766304,0.185884827604
2011-12-12,2.67252851447,0.334066064308,-1.32747148553,45.9,0.166644394872,0.415966928685
2011-12-13,1.71358279673,0.122398771195,-5.28641720327,46.0,0.148166642828,0.259657109662
2011-12-14,1.02880265503,0.0857335545854,-4.97119734497,46.4,0.14313076131,0.193727266337
2011-12-15,2.53751712693,0.211459760578,-3.46248287307,46.4,0.170897752447,0.299623179336
2011-12-16,0.659163779953,0.109860629992,-2.34083622005,46.4,0.172703756132,0.220146447631
2011-12-17,0.750271007628,0.0937838759535,-3.24972899237,46.4,0.124647318461,0.187302522072
2011-12-18,0.802317260089,0.0729379327354,-4.69768273991,46.4,0.114755150769,0.155566191534
2011-12-19,0.276692405602,0.0461154009337,-2.7233075944,46.4,0.106831520039,0.118029433851
2011-12-20,1.0369835138,0.0864152928164,-4.9630164862,46.9,0.0818226264862,0.145969794685
2011-12-21,1.30332657064,0.260665314128,-1.19667342936,46.9,0.111983563313,0.323763995763
2011-12-22,1.50922411661,0.21560344523,-1.99077588339,47.1,0.136347477169,0.322612187596
2011-12-23,0.647286836285,0.161821709071,-1.35271316371,47.1,0.154124232436,0.276568338305
2011-12-24,0.269199799921,0.0672999499802,-1.73080020008,47.1,0.158361142245,0.173967536032
2011-12-25,0.493872389018,0.164624129673,-1.00612761098,47.1,0.174002909616,0.2453140211
2011-12-26,2.11977618941,0.235530687712,-2.38022381059,47.1,0.168975984333,0.329237437457
2011-12-27,1.19392066107,0.238784132213,-1.30607933893,47.1,0.17361212173,0.354836362834
2011-12-28,1.62270327151,0.231814753073,-1.87729672849,47.1,0.18761073053,0.358776501419
2011-12-29,1.85003819012,0.185003819012,-3.14996180988,46.6,0.211151504337,0.316282881885
2011-12-30,1.04377508842,0.208755017684,-1.45622491158,46.6,0.219977681939,0.331404276809
2011-12-31,1.03199094916,0.206398189832,-1.46800905084,46.6,0.214151182363,0.332003384756
2012-01-01,2.15402649154,0.134626655721,-5.84597350846,46.6,0.193319687065,0.261017195924
2012-01-02,0.2141107674,0.0713702557999,-1.2858892326,46.6,0.16123078761,0.180452475913
2012-01-03,3.13874993728,0.224196424092,-3.86125006272,46.6,0.169069308626,0.310012614179
2012-01-04,3.40368781953,0.179141464186,-6.09631218047,46.6,0.163146597926,0.292088773796
2012-01-05,1.08773472656,0.120859414062,-3.41226527344,46.9,0.146038842772,0.233072680555
2012-01-06,4.72868445317,0.225175450151,-5.77131554683,46.9,0.164148601658,0.323161024971
2012-01-07,1.83669784348,0.131192703106,-5.16330215652,46.9,0.176113091119,0.249135628284
2012-01-08,2.85031657172,0.259119688338,-2.64968342828,46.9,0.183097743969,0.361789646876
2012-01-09,1.15422711189,0.104929737444,-4.34577288811,46.7,0.16825539862,0.233535521864
2012-01-10,3.03814926432,0.112524046827,-10.4618507357,46.7,0.166588325173,0.213637008785
2012-01-11,2.31406956412,0.178005351086,-4.18593043588,46.9,0.15715430536,0.269956657822
2012-01-12,3.11350554598,0.172972530332,-5.88649445402,46.9,0.165510270805,0.276329793956
2012-01-13,1.81310478089,0.151092065074,-4.18689521911,46.9,0.143904746153,0.257406535315
2012-01-14,2.39175776016,0.14948486001,-5.60824223984,46.9,0.152815770666,0.25180441599
2012-01-15,1.84428588517,0.167662353197,-3.65571411483,47.3,0.16384343194,0.267981767553
2012-01-16,3.47982850165,0.316348045605,-2.02017149835,46.2,0.191511970844,0.420181988851
2012-01-17,1.22813076935,0.0877236263819,-5.77186923065,46.5,0.174462190054,0.230116461225
2012-01-18,2.11026650895,0.191842409905,-3.38973349105,46.9,0.18261225902,0.294305078425
2012-01-19,7.13874784593,0.246163718825,-7.36125215407,46.9,0.201948030783,0.358959242603
2012-01-20,1.83134975217,0.140873057859,-4.66865024783,46.9,0.196590171715,0.270741011952
2012-01-21,0.94660164149,0.0860546946809,-4.55339835851,46.9,0.15053150153,0.197309541352
2012-01-22,0.967651389347,0.0744347222575,-5.53234861065,46.9,0.147873720705,0.164659701316
2012-01-23,2.65669642009,0.265669642009,-2.34330357991,47.0,0.162639167126,0.343137522596
2012-01-24,4.62216554627,0.200963719403,-6.87783445373,47.1,0.153599167242,0.319283250153
2012-01-25,7.91171308968,0.146513205364,-19.0882869103,47.1,0.154727196743,0.265519546662
2012-01-26,3.42602703609,0.0901586062129,-15.5739729639,47.3,0.155547979049,0.197302905474
2012-01-27,2.52515390738,0.09712130413,-10.4748460926,47.2,0.160085295424,0.185539464548
2012-01-28,2.56111204717,0.160069502948,-5.43888795283,47.3,0.138965267612,0.241622334889
2012-01-29,1.12893699121,0.102630635564,-4.37106300879,47.2,0.119298650844,0.195793592856
2012-01-30,0.913136839669,0.0760947366391,-5.08686316033,47.5,0.105214957099,0.159177922706
2012-01-31,6.24049181251,0.367087753677,-2.25950818749,47.5,0.160600786592,0.43917853689
2012-02-01,1.9555452595,0.10292343471,-7.5444547405,47.5,0.161761212708,0.242327881004
2012-02-02,3.13402428417,0.164948646536,-6.36597571583,47.4,0.162737041425,0.267349681771
2012-02-03,2.32373109057,0.211248280961,-3.17626890943,47.3,0.184460570504,0.315757388356
2012-02-04,2.30832093205,0.32976013315,-1.19167906795,47.4,0.235193649807,0.446240732102
2012-02-05,4.16295982131,0.244879989489,-4.33704017869,47.7,0.210752096969,0.39628621588
2012-02-06,3.65545753846,0.28118904142,-2.84454246154,48.5,0.246405218311,0.427538590808
2012-02-07,3.90522430781,0.17751019581,-7.09477569219,48.3,0.248917528166,0.33284772597
2012-02-08,3.233261768,0.146966444,-7.766738232,48.1,0.236061160774,0.281211188983
2012-02-09,6.24132118329,0.240050814742,-6.75867881671,48.3,0.218119297092,0.358312157468
2012-02-10,4.11233463125,0.228463035069,-4.88766536875,48.4,0.214835906208,0.362411577829
2012-02-11,4.85609391568,0.242804695784,-5.14390608432,48.3,0.207159037081,0.379888622938
2012-02-12,0.897778128994,0.0997531254437,-3.60222187101,48.1,0.191607623008,0.242231868592
2012-02-13,3.98101597315,0.189572189198,-6.51898402685,48.6,0.200128772047,0.299038432503
2012-02-14,5.69569894816,0.21906534416,-7.30430105184,48.8,0.195931677931,0.336797879408
2012-02-15,3.28283945771,0.109427981924,-11.7171605423,48.9,0.172124667302,0.236752615438
2012-02-16,2.20724008232,0.116170530649,-7.29275991768,49.1,0.146797834275,0.220128752963
2012-02-17,2.939613689,0.172918452294,-5.560386311,49.2,0.161430899645,0.268522719257
2012-02-18,2.13674720462,0.164365169586,-4.36325279538,49.3,0.156389495723,0.269356129612
2012-02-19,4.41138365824,0.401034878022,-1.08861634176,49.1,0.192783402495,0.507098733883
2012-02-20,3.81317165658,0.21184286981,-5.18682834342,49.0,0.213266380072,0.377516318833
2012-02-21,2.66014917773,0.266014917773,-2.33985082227,48.9,0.243235257497,0.410839421054
2012-02-22,5.4680326722,0.497093879291,-0.0319673278032,49.1,0.308070342896,0.64925606021
2012-02-23,2.8596029858,0.136171570753,-7.6403970142,49.0,0.30243162313,0.349732022659
2012-02-24,3.20694964268,0.160347482134,-6.79305035732,48.9,0.254294143952,0.311687846065
2012-02-25,0.513068124679,0.0513068124679,-4.48693187532,48.9,0.222186932484,0.184706727731
2012-02-26,1.0706849251,0.133835615638,-2.9293150749,48.6,0.195751072057,0.230621637204
2012-02-27,1.81769605634,0.227212007042,-2.18230394366,48.9,0.141774697607,0.327014095859
2012-02-28,3.42486172108,0.180255880057,-6.07513827892,49.0,0.150591559468,0.302230910564
2012-02-29,2.49774712645,0.113533960293,-8.50225287355,48.7,0.1412288551,0.23253464626
2012-03-01,1.98036284797,0.141454489141,-5.01963715203,49.0,0.159258390434,0.242942696466
2012-03-02,4.42829197236,0.246016220687,-4.57170802764,49.3,0.181694511444,0.346658554718
2012-03-03,1.78070135406,0.127192953862,-5.21929864594,49.1,0.161690700808,0.252624454447
2012-03-04,2.20489797058,0.275612246322,-1.79510202942,49.1,0.180761974061,0.381808679722
2012-03-05,1.80660940645,0.112913087903,-6.19339059355,49.0,0.180637799583,0.248624957272
2012-03-06,3.34997396729,0.133998958692,-9.15002603271,49.4,0.179146693493,0.241540000345
2012-03-07,3.34120890459,0.159105185933,-7.15879109541,49.5,0.161764486542,0.26066076414
2012-03-08,4.36575206594,0.256808945055,-4.13424793406,49.4,0.187687684781,0.361082231514
2012-03-09,2.91118796462,0.153220419191,-6.58881203538,49.2,0.163209319355,0.282428191517
2012-03-10,0.834073313427,0.092674812603,-3.66592668657,48.8,0.159161664295,0.206838748116
2012-03-11,1.62055385575,0.162055385575,-3.37944614425,48.0,0.164772949671,0.255538513703
2012-03-12,1.7173501561,0.0954083420055,-7.2826498439,47.8,0.152033580886,0.196769763713
2012-03-13,2.09167962139,0.139445308093,-5.40832037861,47.3,0.128560853493,0.226468319831
2012-03-14,3.81073388768,0.165684082073,-7.68926611232,47.9,0.13105358607,0.257182383472
2012-03-15,4.60522168911,0.184208867564,-7.89477831089,48.0,0.149360397062,0.283355693477
2012-03-16,3.54642449931,0.197023583295,-5.45357550069,48.1,0.156354036606,0.303952794178
2012-03-17,1.60182328212,0.13348527351,-4.39817671788,48.5,0.163969422907,0.247278274126
2012-03-18,1.17338076199,0.146672595248,-2.82661923801,48.4,0.165414880338,0.248079221606
2012-03-19,1.21152827529,0.13461425281,-3.28847172471,48.1,0.159200914485,0.234365846457
2012-03-20,3.53605149106,0.221003218191,-4.46394850894,48.1,0.166559784611,0.31663011064
2012-03-21,7.19951711816,0.287980684727,-5.30048288184,48.3,0.184751204897,0.403131157973
2012-03-22,2.17360036712,0.108680018356,-7.82639963288,48.7,0.179790153866,0.248907237556
2012-03-23,3.7307335114,0.414525945711,-0.769266488601,48.4,0.233360823959,0.521909099751
2012-03-24,1.13152896338,0.125725440375,-3.36847103662,48.3,0.231583061472,0.296663687579
2012-03-25,1.53305290804,0.191631613505,-2.46694709196,48.1,0.225708740535,0.317747318831
2012-03-26,3.02302743472,0.137410337942,-7.97697256528,48.6,0.195594671178,0.263102306732
2012-03-27,4.15672338272,0.143335289059,-10.3432766173,48.1,0.202525725318,0.254406999041
2012-03-28,4.64389155123,0.211085979602,-6.35610844877,48.8,0.161837732097,0.316874977654
2012-03-29,7.71988864006,0.285921801484,-5.78011135994,48.7,0.193877004318,0.405446104472
2012-03-30,4.01097312744,0.16712388031,-7.98902687256,47.7,0.188975457679,0.310785965605
2012-03-31,1.86807301076,0.16982481916,-3.63192698924,47.7,0.195458353923,0.294874573353
2012-04-01,1.46448841478,0.183061051848,-2.53551158522,47.7,0.203403506481,0.301906432133
2012-04-02,4.20764088843,0.280509392562,-3.29235911157,47.7,0.217288189073,0.399607151604
2012-04-03,3.11657628476,0.259714690397,-2.88342371524,47.6,0.212046766855,0.402894881984
